mos_case_id,case_id,case_type,speechgender,item_name,method_id,method_desc,speech_file,source_wav,face_file,style_file
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,fvtts,FaceTTS baseline: FVTTS,speech/fvtts/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/fvtts/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_04_F,easy_0015_2--6XzUxGBI_00_22_19_92,easy,F,2--6XzUxGBI_00_22_19_92,multimodaltts,Face-style TTS baseline: MultimodalTTS (same source as face_style),speech/multimodaltts/case_04_F_easy_2--6XzUxGBI_00_22_19_92.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/easy/0014_easy_2--6XzUxGBI_00_22_19_92.wav,face/case_04_F_easy_2--6XzUxGBI_00_22_19_92.jpg,style/case_04_F_easy_2--6XzUxGBI_00_22_19_92.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,gt,GT natural speech,speech/gt/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/data/talkvid_test/v2/easy/53nShLQ1ewA_00_08_31_85_1.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,ours_grpo_face_style,Our method: GRPO face-style TTS,speech/ours_grpo_face_style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/grpo_face_style/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,ablation_face_style,Ablation: face_style,speech/ablation_face_style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,ablation_face_style_0_5,Ablation: face_style_0_5,speech/ablation_face_style_0_5/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style_0_5/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,ablation_onlystyle,Ablation: onlystyle,speech/ablation_onlystyle/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlystyle/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,ablation_onlyface,Ablation: onlyface,speech/ablation_onlyface/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlyface/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,promptttspp,StyleTTS baseline: PromptTTS/PromptTTS++,speech/promptttspp/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/data/ab_instrcut_face/generated/promptttspp/easy_0086_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,parler_tts,StyleTTS baseline: ParlerTTS,speech/parler_tts/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/data/ab_instrcut_face/generated/parler_tts/easy_0086_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,voxinstruct,StyleTTS baseline: VoxInstruct,speech/voxinstruct/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,"/train/zjli/data/ab_instrcut_face/generated/voxinstruct/easy_0086_53nShLQ1ewA_00_08_31_85_The female speaker sounds calm and neutral, speaking at a natural pace with an even, balanced voice.wav",face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,facetts,FaceTTS baseline: FaceTTS,speech/facetts/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/facetts/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,synthsees,FaceTTS baseline: SYNTHE-SEES,speech/synthsees/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/synthsees/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,fvtts,FaceTTS baseline: FVTTS,speech/fvtts/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/fvtts/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_05_F,easy_0086_53nShLQ1ewA_00_08_31_85,easy,F,53nShLQ1ewA_00_08_31_85,multimodaltts,Face-style TTS baseline: MultimodalTTS (same source as face_style),speech/multimodaltts/case_05_F_easy_53nShLQ1ewA_00_08_31_85.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/easy/0085_easy_53nShLQ1ewA_00_08_31_85.wav,face/case_05_F_easy_53nShLQ1ewA_00_08_31_85.jpg,style/case_05_F_easy_53nShLQ1ewA_00_08_31_85.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,gt,GT natural speech,speech/gt/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/data/talkvid_test/v2/hard/4qkpjw5homQ_00_00_27_37_1.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,ours_grpo_face_style,Our method: GRPO face-style TTS,speech/ours_grpo_face_style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/grpo_face_style/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,ablation_face_style,Ablation: face_style,speech/ablation_face_style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,ablation_face_style_0_5,Ablation: face_style_0_5,speech/ablation_face_style_0_5/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style_0_5/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,ablation_onlystyle,Ablation: onlystyle,speech/ablation_onlystyle/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlystyle/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,ablation_onlyface,Ablation: onlyface,speech/ablation_onlyface/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlyface/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,promptttspp,StyleTTS baseline: PromptTTS/PromptTTS++,speech/promptttspp/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/data/ab_instrcut_face/generated/promptttspp/hard_0219_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,parler_tts,StyleTTS baseline: ParlerTTS,speech/parler_tts/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/data/ab_instrcut_face/generated/parler_tts/hard_0219_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,voxinstruct,StyleTTS baseline: VoxInstruct,speech/voxinstruct/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,"/train/zjli/data/ab_instrcut_face/generated/voxinstruct/hard_0219_4qkpjw5homQ_00_00_27_37_A female speaker delivers the line with bright, exuberant joy and lively momentum, sounding warmly animated and unmistakably upbeat.wav",face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,facetts,FaceTTS baseline: FaceTTS,speech/facetts/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/facetts/hard/0518_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,synthsees,FaceTTS baseline: SYNTHE-SEES,speech/synthsees/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/synthsees/hard/0518_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,fvtts,FaceTTS baseline: FVTTS,speech/fvtts/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/fvtts/hard/0518_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_06_F,hard_0219_4qkpjw5homQ_00_00_27_37,hard,F,4qkpjw5homQ_00_00_27_37,multimodaltts,Face-style TTS baseline: MultimodalTTS (same source as face_style),speech/multimodaltts/case_06_F_hard_4qkpjw5homQ_00_00_27_37.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/hard/0218_hard_4qkpjw5homQ_00_00_27_37.wav,face/case_06_F_hard_4qkpjw5homQ_00_00_27_37.jpg,style/case_06_F_hard_4qkpjw5homQ_00_00_27_37.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,gt,GT natural speech,speech/gt/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/data/talkvid_test/v2/hard/2OWduVCiOZ4_00_00_39_25_1.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,ours_grpo_face_style,Our method: GRPO face-style TTS,speech/ours_grpo_face_style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/grpo_face_style/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,ablation_face_style,Ablation: face_style,speech/ablation_face_style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,ablation_face_style_0_5,Ablation: face_style_0_5,speech/ablation_face_style_0_5/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style_0_5/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,ablation_onlystyle,Ablation: onlystyle,speech/ablation_onlystyle/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlystyle/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,ablation_onlyface,Ablation: onlyface,speech/ablation_onlyface/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlyface/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,promptttspp,StyleTTS baseline: PromptTTS/PromptTTS++,speech/promptttspp/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/data/ab_instrcut_face/generated/promptttspp/hard_0036_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,parler_tts,StyleTTS baseline: ParlerTTS,speech/parler_tts/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/data/ab_instrcut_face/generated/parler_tts/hard_0036_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,voxinstruct,StyleTTS baseline: VoxInstruct,speech/voxinstruct/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,"/train/zjli/data/ab_instrcut_face/generated/voxinstruct/hard_0036_2OWduVCiOZ4_00_00_39_25_With bright, unmistakable happiness, the female speaker delivers the line in a lively adult voice with a naturally high pitch.wav",face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,facetts,FaceTTS baseline: FaceTTS,speech/facetts/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/facetts/hard/0335_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,synthsees,FaceTTS baseline: SYNTHE-SEES,speech/synthsees/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/synthsees/hard/0335_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,fvtts,FaceTTS baseline: FVTTS,speech/fvtts/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/raw/zjli/data/facetts_output/icme25/outputs/ori/fvtts/hard/0335_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_07_F,hard_0036_2OWduVCiOZ4_00_00_39_25,hard,F,2OWduVCiOZ4_00_00_39_25,multimodaltts,Face-style TTS baseline: MultimodalTTS (same source as face_style),speech/multimodaltts/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/hard/0035_hard_2OWduVCiOZ4_00_00_39_25.wav,face/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.jpg,style/case_07_F_hard_2OWduVCiOZ4_00_00_39_25.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,gt,GT natural speech,speech/gt/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/data/talkvid_test/v2/hard/2qHsdAYa7qQ_00_01_58_84_1.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,ours_grpo_face_style,Our method: GRPO face-style TTS,speech/ours_grpo_face_style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/grpo_face_style/hard/0037_hard_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,ablation_face_style,Ablation: face_style,speech/ablation_face_style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style/hard/0037_hard_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,ablation_face_style_0_5,Ablation: face_style_0_5,speech/ablation_face_style_0_5/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/face_style_0_5/hard/0037_hard_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,ablation_onlystyle,Ablation: onlystyle,speech/ablation_onlystyle/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlystyle/hard/0037_hard_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,ablation_onlyface,Ablation: onlyface,speech/ablation_onlyface/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/work/CosyVoice_multimodal/infer_code/multimodal_infer/output_dir_cv2_rl/talkvid_v2_300_selected_versions_0713/cal_metric_view/onlyface/hard/0037_hard_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,promptttspp,StyleTTS baseline: PromptTTS/PromptTTS++,speech/promptttspp/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/data/ab_instrcut_face/generated/promptttspp/hard_0038_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,parler_tts,StyleTTS baseline: ParlerTTS,speech/parler_tts/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,/train/zjli/data/ab_instrcut_face/generated/parler_tts/hard_0038_2qHsdAYa7qQ_00_01_58_84.wav,face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
case_08_F,hard_0038_2qHsdAYa7qQ_00_01_58_84,hard,F,2qHsdAYa7qQ_00_01_58_84,voxinstruct,StyleTTS baseline: VoxInstruct,speech/voxinstruct/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.wav,"/train/zjli/data/ab_instrcut_face/generated/voxinstruct/hard_0038_2qHsdAYa7qQ_00_01_58_84_The female speaker sounds like a happy adult, speaking with bright warmth, lively enthusiasm, and an unmistakably cheerful, expressive tone.wav",face/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.jpg,style/case_08_F_hard_2qHsdAYa7qQ_00_01_58_84.txt
